#CHR	START	END	SAMPLE	RD	#SNPS	COV	ALPHA	BETA	BAF	CLUSTER	cn_normal	u_normal	cn_clone1	u_clone1	cn_clone2	u_clone2	cn_clone3	u_clone3	cn_clone4	u_clone4
chr19	7500000	7750000	P5_INV	0.880582	39	27	349	708	0.33018	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr19	7750000	8000000	P5_DCIS	0.884818	28	36	296	731	0.288218	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr19	7750000	8000000	P5_INV	0.854771	20	25	178	333	0.348337	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr19	8000000	8250000	P5_DCIS	0.894538	53	37	529	1484	0.262792	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr19	8000000	8250000	P5_INV	0.911971	40	35	455	951	0.323613	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr19	8250000	8500000	P5_DCIS	1.02825	22	34	219	548	0.285528	10	1|1	0.320065	4|0	0	5|1	0.297808	2|2	0.195104	5|0	0.187023
chr19	8250000	8500000	P5_INV	0.897501	14	33	155	317	0.32839	10	1|1	0.55936	4|0	0.279445	5|1	0	2|2	0.161195	5|0	0
chr19	8500000	8750000	P5_DCIS	1.11099	20	50	368	633	0.367632	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr19	8500000	8750000	P5_INV	1.11152	14	42	216	374	0.366102	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr19	8750000	9000000	P5_DCIS	0.999743	9	97	348	531	0.395904	3	1|1	0.320065	3|3	0	2|2	0.297808	6|2	0.195104	2|2	0.187023
chr19	8750000	9000000	P5_INV	1.26697	6	93	258	300	0.462366	3	1|1	0.55936	3|3	0.279445	2|2	0	6|2	0.161195	2|2	0
chr19	9000000	9250000	P5_DCIS	0.935694	92	117	4958	5893	0.456916	8	1|1	0.320065	3|3	0	4|4	0.297808	3|3	0.195104	2|2	0.187023
chr19	9000000	9250000	P5_INV	1.19364	82	102	3754	4619	0.448346	8	1|1	0.55936	3|3	0.279445	4|4	0	3|3	0.161195	2|2	0
chr19	9250000	9500000	P5_DCIS	1.03833	15	110	765	892	0.461678	8	1|1	0.320065	3|3	0	4|4	0.297808	3|3	0.195104	2|2	0.187023
chr19	9250000	9500000	P5_INV	1.27811	13	107	662	732	0.474892	8	1|1	0.55936	3|3	0.279445	4|4	0	3|3	0.161195	2|2	0
chr19	9500000	9750000	P5_DCIS	1.08287	8	62	234	269	0.465209	3	1|1	0.320065	3|3	0	2|2	0.297808	6|2	0.195104	2|2	0.187023
chr19	9500000	9750000	P5_INV	1.33354	2	159	138	181	0.432602	3	1|1	0.55936	3|3	0.279445	2|2	0	6|2	0.161195	2|2	0
chr19	9750000	10000000	P5_DCIS	1.19669	15	65	449	534	0.456765	8	1|1	0.320065	3|3	0	4|4	0.297808	3|3	0.195104	2|2	0.187023
chr19	9750000	10000000	P5_INV	1.3579	14	45	284	354	0.445141	8	1|1	0.55936	3|3	0.279445	4|4	0	3|3	0.161195	2|2	0
chr19	10000000	10250000	P5_DCIS	1.29471	63	64	1828	2229	0.450579	8	1|1	0.320065	3|3	0	4|4	0.297808	3|3	0.195104	2|2	0.187023
chr19	10000000	10250000	P5_INV	1.33838	57	49	1202	1599	0.429132	8	1|1	0.55936	3|3	0.279445	4|4	0	3|3	0.161195	2|2	0
chr19	10250000	10500000	P5_DCIS	1.31179	31	44	569	802	0.415026	1	1|1	0.320065	7|2	0	7|2	0.297808	2|4	0.195104	6|4	0.187023
chr19	10250000	10500000	P5_INV	1.3112	26	32	354	481	0.423952	1	1|1	0.55936	7|2	0.279445	7|2	0	2|4	0.161195	6|4	0
chr19	10500000	10750000	P5_DCIS	1.28912	26	74	817	1115	0.422878	8	1|1	0.320065	3|3	0	4|4	0.297808	3|3	0.195104	2|2	0.187023
chr19	10500000	10750000	P5_INV	1.19166	22	52	500	646	0.4363	8	1|1	0.55936	3|3	0.279445	4|4	0	3|3	0.161195	2|2	0
chr19	10750000	11000000	P5_DCIS	1.20774	1	51	22	29	0.431373	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr19	10750000	11000000	P5_INV	1.16366	1	25	10	15	0.4	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr19	11000000	11250000	P5_DCIS	1.16326	20	57	459	691	0.39913	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr19	11000000	11250000	P5_INV	1.13665	16	51	349	478	0.422007	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr19	11250000	11500000	P5_DCIS	1.34235	19	51	389	598	0.394124	1	1|1	0.320065	7|2	0	7|2	0.297808	2|4	0.195104	6|4	0.187023
chr19	11250000	11500000	P5_INV	1.20683	14	46	291	363	0.444954	1	1|1	0.55936	7|2	0.279445	7|2	0	2|4	0.161195	6|4	0
chr19	11500000	11750000	P5_DCIS	1.45254	7	88	286	330	0.464286	8	1|1	0.320065	3|3	0	4|4	0.297808	3|3	0.195104	2|2	0.187023
chr19	11500000	11750000	P5_INV	1.36017	7	61	191	240	0.443155	8	1|1	0.55936	3|3	0.279445	4|4	0	3|3	0.161195	2|2	0
chr19	11750000	12000000	P5_DCIS	1.17629	38	109	1920	2251	0.460321	8	1|1	0.320065	3|3	0	4|4	0.297808	3|3	0.195104	2|2	0.187023
chr19	11750000	12000000	P5_INV	1.31866	34	104	1617	1950	0.453322	8	1|1	0.55936	3|3	0.279445	4|4	0	3|3	0.161195	2|2	0
chr19	12000000	12250000	P5_DCIS	1.32128	3	119	166	193	0.462396	1	1|1	0.320065	7|2	0	7|2	0.297808	2|4	0.195104	6|4	0.187023
chr19	12000000	12250000	P5_INV	1.45146	4	97	177	211	0.456186	1	1|1	0.55936	7|2	0.279445	7|2	0	2|4	0.161195	6|4	0
chr19	12250000	12500000	P5_DCIS	1.13102	3	142	181	247	0.422897	3	1|1	0.320065	3|3	0	2|2	0.297808	6|2	0.195104	2|2	0.187023
chr19	12250000	12500000	P5_INV	1.33856	3	131	188	206	0.477157	3	1|1	0.55936	3|3	0.279445	2|2	0	6|2	0.161195	2|2	0
chr19	12500000	12750000	P5_DCIS	1.205	9	68	277	339	0.449675	1	1|1	0.320065	7|2	0	7|2	0.297808	2|4	0.195104	6|4	0.187023
chr19	12500000	12750000	P5_INV	1.39604	8	45	168	192	0.466667	1	1|1	0.55936	7|2	0.279445	7|2	0	2|4	0.161195	6|4	0
chr19	12750000	13000000	P5_DCIS	1.46493	27	56	693	844	0.450878	8	1|1	0.320065	3|3	0	4|4	0.297808	3|3	0.195104	2|2	0.187023
chr19	12750000	13000000	P5_INV	1.28639	21	36	348	426	0.449612	8	1|1	0.55936	3|3	0.279445	4|4	0	3|3	0.161195	2|2	0
chr19	13000000	13250000	P5_DCIS	1.45846	17	57	417	555	0.429012	8	1|1	0.320065	3|3	0	4|4	0.297808	3|3	0.195104	2|2	0.187023
chr19	13000000	13250000	P5_INV	1.24141	11	44	204	282	0.419753	8	1|1	0.55936	3|3	0.279445	4|4	0	3|3	0.161195	2|2	0
chr19	13250000	13500000	P5_DCIS	1.29052	23	60	610	784	0.43759	8	1|1	0.320065	3|3	0	4|4	0.297808	3|3	0.195104	2|2	0.187023
chr19	13250000	13500000	P5_INV	1.29122	20	40	339	476	0.415951	8	1|1	0.55936	3|3	0.279445	4|4	0	3|3	0.161195	2|2	0
chr19	13500000	13750000	P5_DCIS	1.05663	1	46	18	28	0.391304	3	1|1	0.320065	3|3	0	2|2	0.297808	6|2	0.195104	2|2	0.187023
chr19	13500000	13750000	P5_INV	1.31375	1	33	13	20	0.393939	3	1|1	0.55936	3|3	0.279445	2|2	0	6|2	0.161195	2|2	0
chr19	13750000	14000000	P5_DCIS	1.51207	13	121	719	866	0.453628	8	1|1	0.320065	3|3	0	4|4	0.297808	3|3	0.195104	2|2	0.187023
chr19	13750000	14000000	P5_INV	1.28113	13	67	379	502	0.430193	8	1|1	0.55936	3|3	0.279445	4|4	0	3|3	0.161195	2|2	0
chr19	14000000	14250000	P5_DCIS	1.39812	19	64	544	683	0.443358	8	1|1	0.320065	3|3	0	4|4	0.297808	3|3	0.195104	2|2	0.187023
chr19	14000000	14250000	P5_INV	1.24451	18	33	248	363	0.405892	8	1|1	0.55936	3|3	0.279445	4|4	0	3|3	0.161195	2|2	0
chr19	14250000	14500000	P5_DCIS	1.2408	14	79	439	672	0.39514	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr19	14250000	14500000	P5_INV	1.18905	10	68	239	448	0.347889	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr19	14500000	14750000	P5_DCIS	1.44061	9	86	350	432	0.44757	8	1|1	0.320065	3|3	0	4|4	0.297808	3|3	0.195104	2|2	0.187023
chr19	14500000	14750000	P5_INV	1.3732	6	90	239	301	0.442593	8	1|1	0.55936	3|3	0.279445	4|4	0	3|3	0.161195	2|2	0
chr19	14750000	15000000	P5_DCIS	1.36357	49	76	1564	2178	0.417958	1	1|1	0.320065	7|2	0	7|2	0.297808	2|4	0.195104	6|4	0.187023
chr19	14750000	15000000	P5_INV	1.56748	37	68	982	1567	0.385249	1	1|1	0.55936	7|2	0.279445	7|2	0	2|4	0.161195	6|4	0
chr19	15000000	15250000	P5_DCIS	1.55847	48	89	1633	2671	0.379414	1	1|1	0.320065	7|2	0	7|2	0.297808	2|4	0.195104	6|4	0.187023
chr19	15000000	15250000	P5_INV	1.57496	42	65	1058	1707	0.38264	1	1|1	0.55936	7|2	0.279445	7|2	0	2|4	0.161195	6|4	0
chr19	15250000	15500000	P5_DCIS	1.70415	8	72	215	366	0.370052	1	1|1	0.320065	7|2	0	7|2	0.297808	2|4	0.195104	6|4	0.187023
chr19	15250000	15500000	P5_INV	1.58939	8	35	101	181	0.358156	1	1|1	0.55936	7|2	0.279445	7|2	0	2|4	0.161195	6|4	0
chr19	15500000	15750000	P5_DCIS	1.8069	25	72	644	1164	0.356195	1	1|1	0.320065	7|2	0	7|2	0.297808	2|4	0.195104	6|4	0.187023
chr19	15500000	15750000	P5_INV	1.56443	21	40	292	556	0.34434	1	1|1	0.55936	7|2	0.279445	7|2	0	2|4	0.161195	6|4	0
chr19	15750000	16000000	P5_DCIS	1.4803	89	106	3545	5931	0.374103	1	1|1	0.320065	7|2	0	7|2	0.297808	2|4	0.195104	6|4	0.187023
chr19	15750000	16000000	P5_INV	1.44969	78	80	2232	4054	0.355075	1	1|1	0.55936	7|2	0.279445	7|2	0	2|4	0.161195	6|4	0
chr19	16000000	16250000	P5_DCIS	1.53895	19	97	670	1173	0.363538	1	1|1	0.320065	7|2	0	7|2	0.297808	2|4	0.195104	6|4	0.187023
chr19	16000000	16250000	P5_INV	1.35637	18	48	301	567	0.346774	1	1|1	0.55936	7|2	0.279445	7|2	0	2|4	0.161195	6|4	0
chr19	16500000	16750000	P5_DCIS	1.48228	15	93	592	815	0.420753	1	1|1	0.320065	7|2	0	7|2	0.297808	2|4	0.195104	6|4	0.187023
chr19	16500000	16750000	P5_INV	1.51587	13	67	344	529	0.394044	1	1|1	0.55936	7|2	0.279445	7|2	0	2|4	0.161195	6|4	0
chr19	16750000	17000000	P5_DCIS	1.27261	6	50	141	164	0.462295	8	1|1	0.320065	3|3	0	4|4	0.297808	3|3	0.195104	2|2	0.187023
chr19	16750000	17000000	P5_INV	1.34282	3	65	88	108	0.44898	8	1|1	0.55936	3|3	0.279445	4|4	0	3|3	0.161195	2|2	0
chr19	17000000	17250000	P5_DCIS	1.3502	27	66	807	995	0.447836	8	1|1	0.320065	3|3	0	4|4	0.297808	3|3	0.195104	2|2	0.187023
chr19	17000000	17250000	P5_INV	1.32816	24	47	474	660	0.417989	8	1|1	0.55936	3|3	0.279445	4|4	0	3|3	0.161195	2|2	0
chr19	17250000	17500000	P5_DCIS	1.69243	68	63	1802	2506	0.418292	1	1|1	0.320065	7|2	0	7|2	0.297808	2|4	0.195104	6|4	0.187023
chr19	17250000	17500000	P5_INV	1.47196	57	42	949	1458	0.394267	1	1|1	0.55936	7|2	0.279445	7|2	0	2|4	0.161195	6|4	0
chr19	17500000	17750000	P5_DCIS	1.57291	23	63	603	846	0.416149	1	1|1	0.320065	7|2	0	7|2	0.297808	2|4	0.195104	6|4	0.187023
chr19	17500000	17750000	P5_INV	1.51892	19	51	389	591	0.396939	1	1|1	0.55936	7|2	0.279445	7|2	0	2|4	0.161195	6|4	0
chr19	17750000	18000000	P5_DCIS	1.53491	30	55	692	973	0.415616	1	1|1	0.320065	7|2	0	7|2	0.297808	2|4	0.195104	6|4	0.187023
chr19	17750000	18000000	P5_INV	1.48984	24	49	468	717	0.394937	1	1|1	0.55936	7|2	0.279445	7|2	0	2|4	0.161195	6|4	0
chr19	18000000	18250000	P5_DCIS	1.65321	24	64	632	914	0.408797	1	1|1	0.320065	7|2	0	7|2	0.297808	2|4	0.195104	6|4	0.187023
chr19	18000000	18250000	P5_INV	1.49443	20	48	400	575	0.410256	1	1|1	0.55936	7|2	0.279445	7|2	0	2|4	0.161195	6|4	0
chr19	18250000	18500000	P5_DCIS	1.63476	30	70	896	1232	0.421053	1	1|1	0.320065	7|2	0	7|2	0.297808	2|4	0.195104	6|4	0.187023
chr19	18250000	18500000	P5_INV	1.39751	26	53	534	868	0.380884	1	1|1	0.55936	7|2	0.279445	7|2	0	2|4	0.161195	6|4	0
chr19	18500000	18750000	P5_DCIS	1.6807	28	71	842	1164	0.419741	1	1|1	0.320065	7|2	0	7|2	0.297808	2|4	0.195104	6|4	0.187023
chr19	18500000	18750000	P5_INV	1.38599	22	50	442	670	0.397482	1	1|1	0.55936	7|2	0.279445	7|2	0	2|4	0.161195	6|4	0
chr19	18750000	19000000	P5_DCIS	1.3895	12	42	201	305	0.397233	1	1|1	0.320065	7|2	0	7|2	0.297808	2|4	0.195104	6|4	0.187023
chr19	18750000	19000000	P5_INV	1.34271	10	26	108	154	0.412214	1	1|1	0.55936	7|2	0.279445	7|2	0	2|4	0.161195	6|4	0
chr19	19000000	19250000	P5_DCIS	1.59071	16	55	350	535	0.39548	1	1|1	0.320065	7|2	0	7|2	0.297808	2|4	0.195104	6|4	0.187023
chr19	19000000	19250000	P5_INV	1.44959	14	41	247	332	0.426598	1	1|1	0.55936	7|2	0.279445	7|2	0	2|4	0.161195	6|4	0
chr19	19250000	19500000	P5_DCIS	1.52286	28	66	822	1050	0.439103	1	1|1	0.320065	7|2	0	7|2	0.297808	2|4	0.195104	6|4	0.187023
chr19	19250000	19500000	P5_INV	1.51921	19	64	512	707	0.420016	1	1|1	0.55936	7|2	0.279445	7|2	0	2|4	0.161195	6|4	0
chr19	19500000	19750000	P5_DCIS	1.43062	22	47	451	585	0.435328	1	1|1	0.320065	7|2	0	7|2	0.297808	2|4	0.195104	6|4	0.187023
chr19	19500000	19750000	P5_INV	1.3613	13	44	220	357	0.381282	1	1|1	0.55936	7|2	0.279445	7|2	0	2|4	0.161195	6|4	0
chr19	19750000	20000000	P5_DCIS	1.35538	21	111	1000	1337	0.427899	1	1|1	0.320065	7|2	0	7|2	0.297808	2|4	0.195104	6|4	0.187023
chr19	19750000	20000000	P5_INV	1.52407	21	72	591	931	0.388305	1	1|1	0.55936	7|2	0.279445	7|2	0	2|4	0.161195	6|4	0
chr19	20000000	20250000	P5_DCIS	1.11535	23	103	1031	1342	0.434471	3	1|1	0.320065	3|3	0	2|2	0.297808	6|2	0.195104	2|2	0.187023
chr19	20000000	20250000	P5_INV	1.3659	20	90	785	1018	0.435385	3	1|1	0.55936	3|3	0.279445	2|2	0	6|2	0.161195	2|2	0
chr19	21250000	21500000	P5_DCIS	1.11803	9	94	369	480	0.434629	35	1|1	0.320065	6|2	0	3|2	0.297808	2|2	0.195104	6|2	0.187023
chr19	21250000	21500000	P5_INV	1.44461	8	102	342	477	0.417582	35	1|1	0.55936	6|2	0.279445	3|2	0	2|2	0.161195	6|2	0
chr19	21500000	21750000	P5_DCIS	0.779629	46	51	651	1696	0.277375	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr19	21500000	21750000	P5_INV	0.948038	36	45	580	1070	0.351515	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr19	21750000	22000000	P5_DCIS	0.743361	21	59	343	897	0.276613	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr19	21750000	22000000	P5_INV	0.863701	12	65	242	539	0.309859	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr19	22250000	22500000	P5_DCIS	0.650897	3	71	42	173	0.195349	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr19	22250000	22500000	P5_INV	0.950284	2	107	69	145	0.32243	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr19	22500000	22750000	P5_DCIS	0.660976	10	56	144	417	0.256684	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr19	22500000	22750000	P5_INV	0.883168	9	56	179	330	0.35167	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr19	22750000	23000000	P5_DCIS	0.662538	21	58	333	901	0.269854	5	1|1	0.320065	3|1	0	2|2	0.297808	3|1	0.195104	2|0	0.187023
chr19	22750000	23000000	P5_INV	0.924786	18	60	367	726	0.335773	5	1|1	0.55936	3|1	0.279445	2|2	0	3|1	0.161195	2|0	0
chr19	23250000	23500000	P5_DCIS	0.712905	2	39	32	46	0.410256	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr19	23250000	23500000	P5_INV	0.892736	1	54	24	30	0.444444	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr19	23500000	23750000	P5_DCIS	0.720363	15	71	291	775	0.272983	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr19	23500000	23750000	P5_INV	0.947617	13	71	321	608	0.345533	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr19	23750000	24000000	P5_DCIS	0.771972	8	46	107	265	0.287634	6	1|1	0.320065	4|0	0	2|2	0.297808	5|2	0.195104	4|1	0.187023
chr19	23750000	24000000	P5_INV	0.979764	7	37	71	189	0.273077	6	1|1	0.55936	4|0	0.279445	2|2	0	5|2	0.161195	4|1	0
chr19	24000000	24250000	P5_DCIS	0.685708	1	20	5	15	0.25	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr19	24000000	24250000	P5_INV	0.859466	1	15	5	10	0.333333	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr19	27500000	27750000	P5_DCIS	0.718305	49	38	654	1214	0.350107	35	1|1	0.320065	6|2	0	3|2	0.297808	2|2	0.195104	6|2	0.187023
chr19	27500000	27750000	P5_INV	1.53891	51	52	948	1709	0.356793	35	1|1	0.55936	6|2	0.279445	3|2	0	2|2	0.161195	6|2	0
chr19	28250000	28500000	P5_DCIS	0.744048	1	31	5	26	0.16129	21	1|1	0.320065	3|0	0	3|0	0.297808	4|1	0.195104	3|1	0.187023
chr19	28250000	28500000	P5_INV	0.758948	1	33	12	21	0.363636	21	1|1	0.55936	3|0	0.279445	3|0	0	4|1	0.161195	3|1	0
chr19	29250000	29500000	P5_DCIS	0.619638	5	45	55	170	0.244444	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr19	29250000	29500000	P5_INV	0.809083	6	32	74	120	0.381443	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr19	29500000	29750000	P5_DCIS	0.680343	1	19	3	16	0.157895	21	1|1	0.320065	3|0	0	3|0	0.297808	4|1	0.195104	3|1	0.187023
chr19	29500000	29750000	P5_INV	0.704304	1	9	2	7	0.222222	21	1|1	0.55936	3|0	0.279445	3|0	0	4|1	0.161195	3|1	0
chr19	30000000	30250000	P5_DCIS	0.836887	1	46	17	29	0.369565	25	1|1	0.320065	2|1	0	2|1	0.297808	2|1	0.195104	2|1	0.187023
chr19	30000000	30250000	P5_INV	0.79062	1	34	10	24	0.294118	25	1|1	0.55936	2|1	0.279445	2|1	0	2|1	0.161195	2|1	0
chr19	30250000	30500000	P5_DCIS	0.77718	6	55	89	246	0.265672	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr19	30250000	30500000	P5_INV	0.853827	5	61	88	218	0.287582	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr19	30500000	30750000	P5_DCIS	0.732044	1	123	35	88	0.284553	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr19	30500000	30750000	P5_INV	0.82325	1	92	28	64	0.304348	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr19	30750000	31000000	P5_DCIS	0.639628	1	20	4	16	0.2	21	1|1	0.320065	3|0	0	3|0	0.297808	4|1	0.195104	3|1	0.187023
chr19	30750000	31000000	P5_INV	0.770498	1	13	4	9	0.307692	21	1|1	0.55936	3|0	0.279445	3|0	0	4|1	0.161195	3|1	0
chr19	32750000	33000000	P5_DCIS	0.753536	13	83	295	796	0.270394	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr19	32750000	33000000	P5_INV	0.824777	11	71	270	515	0.343949	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr19	33000000	33250000	P5_DCIS	0.85704	4	32	22	108	0.169231	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr19	33000000	33250000	P5_INV	0.979377	3	31	33	62	0.347368	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr19	33250000	33500000	P5_DCIS	0.881907	61	55	1038	2354	0.306014	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr19	33250000	33500000	P5_INV	0.923464	53	46	910	1528	0.373257	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr19	33500000	33750000	P5_DCIS	0.919225	30	53	429	1183	0.266129	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr19	33500000	33750000	P5_INV	0.989699	24	50	409	795	0.339701	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr19	33750000	34000000	P5_DCIS	0.772132	2	63	35	92	0.275591	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr19	33750000	34000000	P5_INV	0.852338	2	63	34	93	0.267717	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr19	34000000	34250000	P5_DCIS	0.803892	3	30	22	69	0.241758	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr19	34000000	34250000	P5_INV	0.887567	1	41	17	24	0.414634	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr19	34250000	34500000	P5_DCIS	0.92467	1	44	12	32	0.272727	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr19	34250000	34500000	P5_INV	0.949971	1	41	12	29	0.292683	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr19	34500000	34750000	P5_DCIS	0.858558	2	21	12	30	0.285714	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr19	34500000	34750000	P5_INV	0.88678	2	20	17	23	0.425	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr19	35000000	35250000	P5_DCIS	0.857002	10	71	212	500	0.297753	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr19	35000000	35250000	P5_INV	0.885312	8	66	180	349	0.340265	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr19	35500000	35750000	P5_DCIS	0.949007	49	48	727	1664	0.304057	10	1|1	0.320065	4|0	0	5|1	0.297808	2|2	0.195104	5|0	0.187023
chr19	35500000	35750000	P5_INV	0.842129	38	33	415	841	0.330414	10	1|1	0.55936	4|0	0.279445	5|1	0	2|2	0.161195	5|0	0
chr19	35750000	36000000	P5_DCIS	0.908615	27	46	336	930	0.265403	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr19	35750000	36000000	P5_INV	0.848629	17	43	245	486	0.335157	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr19	36000000	36250000	P5_DCIS	0.96538	32	46	396	1088	0.266846	10	1|1	0.320065	4|0	0	5|1	0.297808	2|2	0.195104	5|0	0.187023
chr19	36000000	36250000	P5_INV	0.808401	23	31	221	508	0.303155	10	1|1	0.55936	4|0	0.279445	5|1	0	2|2	0.161195	5|0	0
chr19	36250000	36500000	P5_DCIS	0.903995	18	29	147	382	0.277883	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr19	36250000	36500000	P5_INV	0.868934	13	28	118	250	0.320652	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr19	36500000	36750000	P5_DCIS	0.928712	18	38	196	490	0.285714	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr19	36500000	36750000	P5_INV	0.888618	15	27	131	281	0.317961	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr19	36750000	37000000	P5_DCIS	0.75348	5	60	92	210	0.304636	5	1|1	0.320065	3|1	0	2|2	0.297808	3|1	0.195104	2|0	0.187023
chr19	36750000	37000000	P5_INV	0.94883	5	59	101	197	0.338926	5	1|1	0.55936	3|1	0.279445	2|2	0	3|1	0.161195	2|0	0
chr19	37000000	37250000	P5_DCIS	0.750469	2	53	35	71	0.330189	5	1|1	0.320065	3|1	0	2|2	0.297808	3|1	0.195104	2|0	0.187023
chr19	37000000	37250000	P5_INV	0.961636	2	53	36	71	0.336449	5	1|1	0.55936	3|1	0.279445	2|2	0	3|1	0.161195	2|0	0
chr19	37250000	37500000	P5_DCIS	0.732005	20	48	290	673	0.301142	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr19	37250000	37500000	P5_INV	0.913719	19	37	224	483	0.316832	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr19	37500000	37750000	P5_DCIS	0.732011	12	72	218	651	0.250863	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr19	37500000	37750000	P5_INV	0.916127	9	76	210	474	0.307018	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr19	37750000	38000000	P5_DCIS	0.823776	2	65	36	94	0.276923	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr19	37750000	38000000	P5_INV	1.01721	2	38	24	52	0.315789	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr19	38000000	38250000	P5_DCIS	1.03313	10	103	467	569	0.450772	8	1|1	0.320065	3|3	0	4|4	0.297808	3|3	0.195104	2|2	0.187023
