#CHR	START	END	SAMPLE	RD	#SNPS	COV	ALPHA	BETA	BAF	CLUSTER
chr10	106500000	106750000	P6_INV	0.9224281078151992	3	36.333333333333336	19	90	0.1743119266055046	19
chr10	106750000	107000000	P6_DCIS	0.9365109296116653	4	31	27	97	0.21774193548387097	19
chr10	106750000	107000000	P6_INV	0.9385234741372721	3	15.333333333333334	5	41	0.10869565217391304	19
chr10	107000000	107250000	P6_DCIS	0.9778593128697836	2	15.5	8	23	0.25806451612903225	19
chr10	107000000	107250000	P6_INV	0.8653936854916641	1	11	2	9	0.18181818181818182	19
chr10	108250000	108500000	P6_DCIS	0.8698637218326358	1	46	8	38	0.17391304347826086	19
chr10	108250000	108500000	P6_INV	0.9008714559736939	1	16	4	12	0.25	19
chr10	108750000	109000000	P6_DCIS	1.6269774298312754	1	56	8	48	0.14285714285714285	19
chr10	108750000	109000000	P6_INV	0.9488282597942607	1	25	4	21	0.16	19
chr10	111250000	111500000	P6_DCIS	0.9180192887788438	5	186.6	157	776	0.1682743837084673	19
chr10	111250000	111500000	P6_INV	0.8405938474204313	5	80.8	61	343	0.15099009900990099	19
chr10	111500000	111750000	P6_DCIS	0.8767807603729109	11	71.9090909090909	151	640	0.19089759797724398	19
chr10	111500000	111750000	P6_INV	0.9116846871528346	9	34.333333333333336	44	265	0.1423948220064725	19
chr10	111750000	112000000	P6_DCIS	0.8862275744670979	1	97	17	80	0.17525773195876287	19
chr10	111750000	112000000	P6_INV	0.9201495281654841	1	41	7	34	0.17073170731707318	19
chr10	112250000	112500000	P6_DCIS	0.9151550985531345	1	51	6	45	0.11764705882352941	19
chr10	112250000	112500000	P6_INV	0.9269970180313807	1	15	1	14	0.06666666666666667	19
chr10	112500000	112750000	P6_DCIS	0.8956677916963085	3	77.66666666666667	37	196	0.15879828326180256	19
chr10	112500000	112750000	P6_INV	0.9051542492653268	3	38	7	107	0.06140350877192982	19
chr10	113750000	114000000	P6_DCIS	0.8824889387073583	20	91	298	1522	0.16373626373626374	19
chr10	113750000	114000000	P6_INV	0.8665746221190403	18	41.55555555555556	102	646	0.13636363636363635	19
chr10	114000000	114250000	P6_DCIS	0.8607272482019961	6	92	115	437	0.20833333333333334	19
chr10	114000000	114250000	P6_INV	0.8999297533642752	4	69.5	38	240	0.1366906474820144	19
chr10	114750000	115000000	P6_DCIS	0.9508238390794139	2	32.5	11	54	0.16923076923076924	19
chr10	114750000	115000000	P6_INV	0.9370592202927531	2	13.5	3	24	0.1111111111111111	19
chr10	115000000	115250000	P6_DCIS	1.4772428580430228	2	48.5	11	86	0.1134020618556701	19
chr10	115000000	115250000	P6_INV	1.0717450606857806	2	21.5	3	40	0.06976744186046512	19
chr10	115250000	115500000	P6_DCIS	0.8595158036096252	50	91.84	675	3917	0.14699477351916376	19
chr10	115250000	115500000	P6_INV	0.9169223102799421	43	48.30232558139535	261	1816	0.1256620125180549	19
chr10	115500000	115750000	P6_DCIS	0.8545573035035438	12	118.66666666666667	268	1156	0.18820224719101122	19
chr10	115500000	115750000	P6_INV	0.8730000104870139	10	66.3	99	564	0.1493212669683258	19
chr10	115750000	116000000	P6_DCIS	0.9317473672328936	22	110.5909090909091	399	2034	0.16399506781750925	19
chr10	115750000	116000000	P6_INV	0.9642089628682581	19	54.8421052631579	145	897	0.13915547024952016	19
chr10	116000000	116250000	P6_DCIS	0.8601272998418353	12	74.83333333333333	153	745	0.17037861915367483	19
chr10	116000000	116250000	P6_INV	0.9135114574525064	10	40.5	60	345	0.14814814814814814	19
chr10	116500000	116750000	P6_DCIS	0.8882164929024732	8	141.875	179	956	0.15770925110132158	19
chr10	116500000	116750000	P6_INV	0.9212976368746605	7	83.14285714285714	74	508	0.12714776632302405	19
chr10	117750000	118000000	P6_DCIS	0.933831887469191	2	104.5	35	174	0.1674641148325359	19
chr10	117750000	118000000	P6_INV	0.9051364739809353	2	50	12	88	0.12	19
chr10	118000000	118250000	P6_DCIS	0.8782259988530069	3	37	13	98	0.11711711711711711	19
chr10	118000000	118250000	P6_INV	0.8617251111641008	3	20	9	51	0.15	19
chr10	118500000	118750000	P6_DCIS	0.8777800839780796	4	116.5	87	379	0.18669527896995708	19
chr10	118500000	118750000	P6_INV	0.8754012837008934	3	57.666666666666664	31	142	0.1791907514450867	19
chr10	119250000	119500000	P6_DCIS	1.1291171451365556	1	187	23	164	0.12299465240641712	19
chr10	119250000	119500000	P6_INV	0.8757978612350832	1	72	8	64	0.1111111111111111	19
chr10	119750000	120000000	P6_DCIS	0.8647134594292678	1	36	4	32	0.1111111111111111	19
chr10	119750000	120000000	P6_INV	0.8174864890971448	1	18	3	15	0.16666666666666666	19
chr10	120000000	120250000	P6_DCIS	1.0021795003867688	2	202.5	71	334	0.17530864197530865	19
chr10	120000000	120250000	P6_INV	0.8374264747326297	2	84.5	19	150	0.11242603550295859	19
chr10	120250000	120500000	P6_DCIS	0.9444761927268781	3	81	35	208	0.1440329218106996	19
chr10	120250000	120500000	P6_INV	0.9522034920992033	3	33	15	84	0.15151515151515152	19
chr10	120500000	120750000	P6_DCIS	1.0685268387254085	6	62.833333333333336	67	310	0.17771883289124668	19
chr10	120500000	120750000	P6_INV	0.9945319904136146	3	40	20	100	0.16666666666666666	19
chr10	120750000	121000000	P6_DCIS	0.9341759598984404	2	107	48	166	0.22429906542056074	19
chr10	120750000	121000000	P6_INV	0.9999445056830462	2	48.5	17	80	0.17525773195876287	19
chr10	121000000	121250000	P6_DCIS	0.9288553919185716	10	67.2	110	562	0.1636904761904762	19
chr10	121000000	121250000	P6_INV	0.906705491809591	8	35	33	247	0.11785714285714285	19
chr10	121250000	121500000	P6_DCIS	0.9267877840011077	6	99	99	495	0.16666666666666666	19
chr10	121250000	121500000	P6_INV	0.9626442093044602	6	46	35	241	0.12681159420289856	19
chr10	121500000	121750000	P6_DCIS	0.8847711629525227	1	130	27	103	0.2076923076923077	19
chr10	121500000	121750000	P6_INV	0.929430152344151	1	67	10	57	0.14925373134328357	19
chr10	122250000	122500000	P6_DCIS	1.0429835008828134	2	24.5	6	43	0.12244897959183673	19
chr10	122250000	122500000	P6_INV	0.9677562195111559	1	16	3	13	0.1875	19
chr10	122500000	122750000	P6_DCIS	0.8754110156734647	4	132.5	92	438	0.17358490566037735	19
chr10	122500000	122750000	P6_INV	0.8770243130716954	4	65.75	29	234	0.11026615969581749	19
chr10	123500000	123750000	P6_DCIS	0.9539113514594416	9	101.44444444444444	166	747	0.18181818181818182	19
chr10	123500000	123750000	P6_INV	1.0021453517573888	8	50.625	52	353	0.12839506172839507	19
chr10	123750000	124000000	P6_DCIS	0.8614206783948379	8	104.25	134	700	0.1606714628297362	19
chr10	123750000	124000000	P6_INV	0.9368609164608672	7	53.42857142857143	58	316	0.15508021390374332	19
chr10	124000000	124250000	P6_DCIS	0.8626397027367615	21	62.61904761904762	200	1115	0.1520912547528517	19
chr10	124000000	124250000	P6_INV	0.8828115808907573	18	34.22222222222222	83	533	0.13474025974025974	19
chr10	124250000	124500000	P6_DCIS	0.8427059800425897	11	79.18181818181819	156	715	0.1791044776119403	19
chr10	124250000	124500000	P6_INV	0.903315629086269	9	43.666666666666664	59	334	0.15012722646310434	19
chr10	124500000	124750000	P6_DCIS	0.8333860476927992	15	96.93333333333334	237	1217	0.16299862448418156	19
chr10	124500000	124750000	P6_INV	0.8846491155848775	15	41.53333333333333	97	526	0.15569823434991975	19
chr10	124750000	125000000	P6_DCIS	0.9015660607272378	1	222	33	189	0.14864864864864866	19
chr10	124750000	125000000	P6_INV	0.9327399372849084	1	89	16	73	0.1797752808988764	19
chr10	125500000	125750000	P6_DCIS	0.9005925437182523	12	51	99	513	0.16176470588235295	19
chr10	125500000	125750000	P6_INV	0.9045589022029374	12	25.25	48	255	0.15841584158415842	19
chr10	125750000	126000000	P6_DCIS	0.9659852595384297	4	105	63	357	0.15	19
chr10	125750000	126000000	P6_INV	0.9425699777666954	3	54.333333333333336	14	149	0.08588957055214724	19
chr10	126000000	126250000	P6_DCIS	0.9478288076197616	7	95.42857142857143	119	549	0.1781437125748503	19
chr10	126000000	126250000	P6_INV	0.9597228254857445	5	55.6	44	234	0.15827338129496402	19
chr10	126250000	126500000	P6_DCIS	0.9561541489122324	4	44.75	27	152	0.15083798882681565	19
chr10	126250000	126500000	P6_INV	1.0306194580437174	3	19.333333333333332	6	52	0.10344827586206896	19
chr10	126500000	126750000	P6_DCIS	0.9021730236572967	1	111	13	98	0.11711711711711711	19
chr10	126500000	126750000	P6_INV	0.9652998286173476	1	44	2	42	0.045454545454545456	19
chr10	126750000	127000000	P6_DCIS	1.337320177334614	2	9.5	5	14	0.2631578947368421	19
chr10	126750000	127000000	P6_INV	1.0265569378651562	2	9	2	16	0.1111111111111111	19
chr10	127250000	127500000	P6_DCIS	0.8675160442246055	5	43.6	43	175	0.19724770642201836	19
chr10	127250000	127500000	P6_INV	0.9068390835345975	3	28.333333333333332	11	74	0.12941176470588237	19
chr10	127500000	127750000	P6_DCIS	0.8440949840342818	25	73	612	1213	0.33534246575342463	19
chr10	127500000	127750000	P6_INV	0.8916266763504586	21	33.42857142857143	213	489	0.3034188034188034	19
chr10	127750000	128000000	P6_DCIS	0.8941436536725434	12	105.66666666666667	210	1058	0.16561514195583596	19
chr10	127750000	128000000	P6_INV	0.8872992182288443	10	57.9	85	494	0.14680483592400692	19
chr10	128000000	128250000	P6_DCIS	0.8875029749813664	3	129.33333333333334	59	329	0.15206185567010308	19
chr10	128000000	128250000	P6_INV	0.8775112601134896	3	57	25	146	0.14619883040935672	19
chr10	128750000	129000000	P6_DCIS	0.8742637203937038	21	84.57142857142857	307	1469	0.17286036036036037	19
chr10	128750000	129000000	P6_INV	0.880678146781065	18	40.72222222222222	100	633	0.1364256480218281	19
chr10	129000000	129250000	P6_DCIS	0.8626609075623083	9	70.66666666666667	119	517	0.1871069182389937	19
chr10	129000000	129250000	P6_INV	0.8841018695327367	6	41.166666666666664	38	209	0.15384615384615385	19
chr10	129750000	130000000	P6_DCIS	0.8293416380181251	50	116.6	942	4888	0.16157804459691252	19
chr10	129750000	130000000	P6_INV	0.8888940887490808	46	57.71739130434783	335	2320	0.12617702448210924	19
chr10	131500000	131750000	P6_DCIS	0.913300288678429	7	66.42857142857143	81	384	0.17419354838709677	19
chr10	131500000	131750000	P6_INV	0.882079192741764	6	35.833333333333336	31	184	0.14418604651162792	19
chr10	131750000	132000000	P6_DCIS	0.8682347569096659	4	147.75	112	479	0.1895093062605753	19
chr10	131750000	132000000	P6_INV	0.9007771793827413	4	78.25	52	261	0.16613418530351437	19
chr10	132000000	132250000	P6_DCIS	1.311242784022589	1	46	4	42	0.08695652173913043	19
chr10	132000000	132250000	P6_INV	0.898905114122629	1	19	0	19	0	19
chr10	132750000	133000000	P6_DCIS	0.9678853138691854	1	15	2	13	0.13333333333333333	19
chr10	132750000	133000000	P6_INV	0.872955941683745	1	12	2	10	0.16666666666666666	19
chr10	133750000	134000000	P6_DCIS	0.9210801981624849	9	69.77777777777777	111	517	0.1767515923566879	19
chr10	133750000	134000000	P6_INV	0.9920645762499538	8	39.125	51	262	0.16293929712460065	19
chr10	134000000	134250000	P6_DCIS	0.8797857081366758	16	71.875	196	954	0.17043478260869566	19
chr10	134000000	134250000	P6_INV	0.8875850778172233	16	32.9375	44	483	0.08349146110056926	19
chr10	134250000	134500000	P6_DCIS	1.0014398556694089	1	61	10	51	0.16393442622950818	19
chr10	134250000	134500000	P6_INV	0.9390753478534164	1	37	3	34	0.08108108108108109	19
chr10	134500000	134750000	P6_DCIS	0.871664414088343	14	75.64285714285714	168	891	0.15864022662889518	19
chr10	134500000	134750000	P6_INV	0.8764581398351858	11	42.09090909090909	50	413	0.1079913606911447	19
chr10	134750000	135000000	P6_DCIS	0.9021554916612841	27	54.333333333333336	245	1222	0.16700749829584186	19
chr10	134750000	135000000	P6_INV	0.9070642902858668	25	26.16	76	578	0.1162079510703364	19
chr10	135000000	135250000	P6_DCIS	0.8326882516156594	45	49.46666666666667	423	1803	0.19002695417789758	19
chr10	135000000	135250000	P6_INV	0.8695078401222357	34	27.970588235294116	155	796	0.16298633017875921	19
chr10	135250000	135500000	P6_DCIS	0.8421991087753835	34	93.76470588235294	1234	1954	0.38707653701380174	19
chr10	135250000	135500000	P6_INV	0.8942825997729072	33	67.93939393939394	903	1339	0.4027653880463872	19
chr10	135500000	135534747	P6_DCIS	1.6110205386052256	2	57.5	38	77	0.33043478260869563	19
chr10	135500000	135534747	P6_INV	1.1165855107903861	2	15.5	9	22	0.2903225806451613	19
chr11	1	250000	P6_DCIS	0.8952889552552631	41	90.34146341463415	645	3059	0.17413606911447085	19
chr11	1	250000	P6_INV	0.9275667121415766	34	45.73529411764706	256	1299	0.16463022508038586	19
chr11	250000	500000	P6_DCIS	0.8834401432635449	28	50.857142857142854	241	1183	0.16924157303370788	19
chr11	250000	500000	P6_INV	0.8889575509008713	22	25.40909090909091	72	487	0.12880143112701253	19
chr11	500000	750000	P6_DCIS	0.8611893305011067	40	52.55	332	1770	0.15794481446241673	19
chr11	500000	750000	P6_INV	0.8972524981790216	38	26.13157894736842	140	853	0.14098690835850958	19
chr11	750000	1000000	P6_DCIS	0.8723704062755538	35	51.142857142857146	279	1511	0.1558659217877095	19
chr11	750000	1000000	P6_INV	0.918234231430261	25	30.12	101	652	0.1341301460823373	19
chr11	1000000	1250000	P6_DCIS	0.9876303633971191	53	106.71698113207547	1901	3755	0.3361032531824611	19
chr11	1000000	1250000	P6_INV	1.0862622435972733	48	84.72916666666667	1386	2681	0.3407917383820998	19
chr11	1250000	1500000	P6_DCIS	0.8991134116569214	22	98.31818181818181	355	1808	0.16412390198797966	19
chr11	1250000	1500000	P6_INV	0.8877664824621662	20	45.65	132	781	0.14457831325301204	19
chr11	1500000	1750000	P6_DCIS	0.9196945159024976	14	113.35714285714286	293	1294	0.18462507876496534	19
chr11	1500000	1750000	P6_INV	0.8794969131830724	13	49.15384615384615	98	541	0.15336463223787167	19
chr11	1750000	2000000	P6_DCIS	0.8474736432931396	21	47.23809523809524	131	861	0.13205645161290322	19
chr11	1750000	2000000	P6_INV	0.859189908478754	17	24.647058823529413	56	363	0.13365155131264916	19
chr11	2000000	2250000	P6_DCIS	0.9223359796839974	15	41.733333333333334	84	542	0.134185303514377	19
chr11	2000000	2250000	P6_INV	0.8635518699179661	13	21.615384615384617	41	240	0.14590747330960854	19
chr11	2250000	2500000	P6_DCIS	0.8460556098709733	14	43.42857142857143	96	512	0.15789473684210525	19
chr11	2250000	2500000	P6_INV	0.833462688966043	13	19.923076923076923	30	229	0.11583011583011583	19
chr11	2500000	2750000	P6_DCIS	1.0320732758851847	2	77	24	130	0.15584415584415584	19
chr11	2500000	2750000	P6_INV	0.8789823089944762	2	32	15	49	0.234375	19
chr11	2750000	3000000	P6_DCIS	0.888808397535419	20	62.3	188	1058	0.1508828250401284	19
chr11	2750000	3000000	P6_INV	0.9024697781229845	18	28.38888888888889	67	444	0.13111545988258316	19
chr11	3000000	3250000	P6_DCIS	0.9139512368915275	19	56.73684210526316	170	908	0.15769944341372913	19
chr11	3000000	3250000	P6_INV	0.916848493108593	13	33.61538461538461	58	379	0.13272311212814644	19
chr11	3250000	3500000	P6_DCIS	0.8786064891999029	26	68.26923076923077	289	1486	0.1628169014084507	19
chr11	3250000	3500000	P6_INV	0.9061557031426805	23	33.30434782608695	122	644	0.15926892950391644	19
chr11	3500000	3750000	P6_DCIS	0.8944043061510308	31	72.7741935483871	385	1871	0.17065602836879432	19
chr11	3500000	3750000	P6_INV	0.9615547579898324	29	39.03448275862069	141	991	0.12455830388692579	19
chr11	3750000	4000000	P6_DCIS	0.9361587174185788	7	144.42857142857142	189	822	0.18694362017804153	19
chr11	3750000	4000000	P6_INV	0.9897764539200573	7	70	67	423	0.13673469387755102	19
chr11	4000000	4250000	P6_DCIS	0.839011760745584	19	72.3157894736842	223	1151	0.16229985443959244	19
chr11	4000000	4250000	P6_INV	0.8928234026668739	17	38.76470588235294	77	582	0.11684370257966616	19
chr11	4250000	4500000	P6_DCIS	0.8677326024330125	9	64.66666666666667	110	472	0.18900343642611683	19
chr11	4250000	4500000	P6_INV	0.8594202001912133	8	31.5	29	223	0.11507936507936507	19
chr11	4500000	4750000	P6_DCIS	0.8605453734098519	22	77.86363636363636	311	1402	0.18155283129013428	19
chr11	4500000	4750000	P6_INV	0.873733675288494	19	40.473684210526315	118	651	0.15344603381014305	19
chr11	4750000	5000000	P6_DCIS	0.8669400735959666	11	93.9090909090909	189	844	0.1829622458857696	19
chr11	4750000	5000000	P6_INV	0.9022903470820943	10	50.2	51	451	0.10159362549800798	19
chr11	5000000	5250000	P6_DCIS	0.8261069089745736	11	133.54545454545453	244	1225	0.16609938733832538	19
chr11	5000000	5250000	P6_INV	0.8297694708694264	11	63.63636363636363	100	600	0.14285714285714285	19
chr11	5250000	5500000	P6_DCIS	0.8093387063902187	16	132.8125	454	1671	0.2136470588235294	19
chr11	5250000	5500000	P6_INV	0.8314129315788816	15	64.66666666666667	200	770	0.20618556701030927	19
chr11	5500000	5750000	P6_DCIS	0.8352394754551664	31	82	448	2094	0.17623918174665618	19
chr11	5500000	5750000	P6_INV	0.8788051810389791	28	39.464285714285715	135	970	0.12217194570135746	19
chr11	5750000	6000000	P6_DCIS	0.8177428051400575	24	125.91666666666667	514	2508	0.17008603573792191	19
chr11	5750000	6000000	P6_INV	0.8649508769179561	22	66.54545454545455	229	1235	0.1564207650273224	19
chr11	6000000	6250000	P6_DCIS	0.7997546160023858	5	69.6	57	291	0.16379310344827586	19
chr11	6000000	6250000	P6_INV	0.8130377039798409	5	27	14	121	0.1037037037037037	19
chr11	6250000	6500000	P6_DCIS	0.8633374068513987	9	58.333333333333336	84	441	0.16	19
chr11	6250000	6500000	P6_INV	0.8910442134238787	8	28.125	52	173	0.2311111111111111	19
chr11	6500000	6750000	P6_DCIS	0.7956909811409346	30	82.2	371	2095	0.15044606650446066	19
chr11	6500000	6750000	P6_INV	0.868152988795361	30	34.8	145	899	0.1388888888888889	19
chr11	6750000	7000000	P6_DCIS	0.8405592150846644	3	130.66666666666666	65	327	0.16581632653061223	19
chr11	6750000	7000000	P6_INV	0.8761573450788549	3	59.666666666666664	31	148	0.17318435754189945	19
chr11	7000000	7250000	P6_DCIS	0.846701045616176	17	92.52941176470588	270	1303	0.17164653528289892	19
chr11	7000000	7250000	P6_INV	0.8649260484561072	14	46.5	102	549	0.15668202764976957	19
chr11	7250000	7500000	P6_DCIS	0.9217352407960786	2	33	12	54	0.18181818181818182	19
chr11	7250000	7500000	P6_INV	0.8382100309565097	1	22	4	18	0.18181818181818182	19
chr11	7500000	7750000	P6_DCIS	0.7919273689892833	69	78.2463768115942	934	4465	0.17299499907390256	19
chr11	7500000	7750000	P6_INV	0.8504777696012319	53	42.58490566037736	292	1965	0.12937527691626052	19
chr11	7750000	8000000	P6_DCIS	0.8825440023351917	25	103.16	483	2096	0.1872818922062815	19
chr11	7750000	8000000	P6_INV	0.9570168648194781	23	54.56521739130435	205	1050	0.16334661354581673	19
chr11	8000000	8250000	P6_DCIS	0.9026674769127729	12	55.416666666666664	116	549	0.17443609022556392	19
chr11	8000000	8250000	P6_INV	0.9242362651341341	11	24.272727272727273	38	229	0.14232209737827714	19
chr11	8250000	8500000	P6_DCIS	0.9186368747294139	2	28	9	47	0.16071428571428573	19
chr11	8250000	8500000	P6_INV	0.8580976115970073	2	11.5	5	18	0.21739130434782608	19
chr11	8500000	8750000	P6_DCIS	0.8846673600315362	17	57.35294117647059	167	808	0.1712820512820513	19
chr11	8500000	8750000	P6_INV	0.8868368822300382	13	31.615384615384617	56	355	0.1362530413625304	19
chr11	8750000	9000000	P6_DCIS	0.9173279192303814	3	92.66666666666667	47	231	0.16906474820143885	19
chr11	8750000	9000000	P6_INV	0.8936397002032681	3	44	12	120	0.09090909090909091	19
chr11	9000000	9250000	P6_DCIS	0.8783013734815088	17	68	224	932	0.19377162629757785	19
chr11	9000000	9250000	P6_INV	0.9300384323424724	13	34.61538461538461	71	379	0.15777777777777777	19
chr11	9250000	9500000	P6_DCIS	0.9678483437410367	10	47.3	69	404	0.14587737843551796	19
chr11	9250000	9500000	P6_INV	0.9910327549489996	6	28.333333333333332	25	145	0.14705882352941177	19
chr11	9500000	9750000	P6_DCIS	0.9468918577194932	14	104.64285714285714	250	1215	0.17064846416382254	19
chr11	9500000	9750000	P6_INV	0.9824885454574779	13	49.30769230769231	78	563	0.12168486739469579	19
chr11	9750000	10000000	P6_DCIS	0.8855745295824048	21	79.33333333333333	273	1393	0.1638655462184874	19
chr11	9750000	10000000	P6_INV	0.9332082393809814	19	37.73684210526316	89	628	0.12412831241283125	19
chr11	10000000	10250000	P6_DCIS	0.9087478280766222	6	63.666666666666664	59	323	0.1544502617801047	19
chr11	10000000	10250000	P6_INV	0.8767089953416808	6	51.166666666666664	39	268	0.1270358306188925	19
chr11	10250000	10500000	P6_DCIS	1.0072596729693746	3	50.333333333333336	16	135	0.10596026490066225	19
chr11	10250000	10500000	P6_INV	0.9124558641105184	3	21.666666666666668	10	55	0.15384615384615385	19
chr11	10500000	10750000	P6_DCIS	0.8181511651890524	26	59.30769230769231	233	1309	0.1511024643320363	19
chr11	10500000	10750000	P6_INV	0.8551248886897937	21	32.80952380952381	99	590	0.14368650217706821	19
chr11	11000000	11250000	P6_DCIS	1.026284621520911	1	25	6	19	0.24	19
chr11	11000000	11250000	P6_INV	0.8824798524255081	1	18	1	17	0.05555555555555555	19
chr11	11250000	11500000	P6_DCIS	0.8874108749722343	4	45.5	36	146	0.1978021978021978	19
chr11	11250000	11500000	P6_INV	0.9069956016733896	3	27.666666666666668	11	72	0.13253012048192772	19
chr11	11750000	12000000	P6_DCIS	0.8255336002505674	10	115.8	169	989	0.1459412780656304	19
chr11	11750000	12000000	P6_INV	0.8065889969822837	9	59	61	470	0.11487758945386065	19
chr11	12000000	12250000	P6_DCIS	0.9064081019375879	5	90.6	73	380	0.16114790286975716	19
chr11	12000000	12250000	P6_INV	0.8728352539877939	5	31.2	25	131	0.16025641025641027	19
chr11	12250000	12500000	P6_DCIS	0.8195535139313475	15	67.4	192	819	0.18991097922848665	19
chr11	12250000	12500000	P6_INV	0.8564126847864308	12	36	48	384	0.1111111111111111	19
chr11	12500000	12750000	P6_DCIS	0.9944328754097785	5	59	42	253	0.1423728813559322	19
chr11	12500000	12750000	P6_INV	0.893160171898706	4	31	12	112	0.0967741935483871	19
chr11	13250000	13500000	P6_DCIS	0.8551933465764395	8	78.5	121	507	0.1926751592356688	19
chr11	13250000	13500000	P6_INV	0.8695314103099209	6	44.5	35	232	0.13108614232209737	19
chr11	13500000	13750000	P6_DCIS	0.8671854170968066	6	138.16666666666666	131	698	0.158021712907117	19
chr11	13500000	13750000	P6_INV	0.7909462843288015	6	62.833333333333336	47	330	0.1246684350132626	19
chr11	14250000	14500000	P6_DCIS	0.8638945521220329	1	72	8	64	0.1111111111111111	19
chr11	14250000	14500000	P6_INV	0.9448095859001174	1	25	4	21	0.16	19
chr11	15000000	15250000	P6_DCIS	0.9131792715835374	2	58.5	17	100	0.1452991452991453	19
chr11	15000000	15250000	P6_INV	0.8765864530493936	2	21.5	4	39	0.09302325581395349	19
chr11	15250000	15500000	P6_DCIS	0.999342443890232	1	38	7	31	0.18421052631578946	19
chr11	15250000	15500000	P6_INV	0.8078896661929441	1	23	5	18	0.21739130434782608	19
chr11	16000000	16250000	P6_DCIS	0.9182105093214971	3	91	44	229	0.16117216117216118	19
chr11	16000000	16250000	P6_INV	0.8794319018778253	3	35	9	96	0.08571428571428572	19
chr11	16500000	16750000	P6_DCIS	1.1645847979626007	2	65.5	19	112	0.1450381679389313	19
chr11	16500000	16750000	P6_INV	0.8452005883296739	2	24	12	36	0.25	19
chr11	16750000	17000000	P6_DCIS	0.8624916407135149	13	74	156	806	0.16216216216216217	19
chr11	16750000	17000000	P6_INV	0.8712500222192432	12	33.916666666666664	74	333	0.18181818181818182	19
chr11	17000000	17250000	P6_DCIS	0.9430011364338433	10	95	175	775	0.18421052631578946	19
chr11	17000000	17250000	P6_INV	0.9519791581610522	9	39.111111111111114	55	297	0.15625	19
chr11	17250000	17500000	P6_DCIS	0.8531291809817362	18	59.388888888888886	153	916	0.1431244153414406	19
chr11	17250000	17500000	P6_INV	0.8930847391667982	16	27.25	60	376	0.13761467889908258	19
chr11	17500000	17750000	P6_DCIS	0.8452824728053749	23	65.21739130434783	249	1251	0.166	19
chr11	17500000	17750000	P6_INV	0.8458478000263703	20	30.05	76	525	0.1264559068219634	19
chr11	17750000	18000000	P6_DCIS	0.9739231103374404	1	50	7	43	0.14	19
chr11	17750000	18000000	P6_INV	0.836416618888769	1	20	3	17	0.15	19
chr11	18000000	18250000	P6_DCIS	0.8580971828319511	23	96.52173913043478	401	1819	0.18063063063063062	19
chr11	18000000	18250000	P6_INV	0.8891042639384169	19	47.26315789473684	116	782	0.1291759465478842	19
chr11	18250000	18500000	P6_DCIS	0.8632821893872099	36	70.75	435	2112	0.1707891637220259	19
chr11	18250000	18500000	P6_INV	0.9011515110767443	27	36.44444444444444	136	848	0.13821138211382114	19
chr11	18500000	18750000	P6_DCIS	0.8751582152356657	21	110.38095238095238	418	1900	0.18032786885245902	19
chr11	18500000	18750000	P6_INV	0.9153317531452607	19	55.36842105263158	143	909	0.1359315589353612	19
chr11	18750000	19000000	P6_DCIS	0.948326080868593	18	66.27777777777777	203	990	0.17015926236378875	19
chr11	18750000	19000000	P6_INV	0.9446548095528158	14	35.07142857142857	60	431	0.12219959266802444	19
chr11	19000000	19250000	P6_DCIS	0.8602004326771254	12	65.08333333333333	120	661	0.15364916773367476	19
chr11	19000000	19250000	P6_INV	0.8782673911606659	8	43	51	293	0.14825581395348839	19
chr11	19250000	19500000	P6_DCIS	0.9062769659243928	6	100	99	501	0.165	19
chr11	19250000	19500000	P6_INV	0.8923146958223321	6	40.166666666666664	38	203	0.15767634854771784	19
chr11	19750000	20000000	P6_DCIS	0.8670937609840109	4	79.75	59	260	0.18495297805642633	19
chr11	19750000	20000000	P6_INV	0.8480510809631273	4	28.25	15	98	0.13274336283185842	19
chr11	20000000	20250000	P6_DCIS	0.8401912660991739	17	69.70588235294117	210	975	0.17721518987341772	19
chr11	20000000	20250000	P6_INV	0.88443682702029	15	34.6	68	451	0.13102119460500963	19
chr11	20500000	20750000	P6_DCIS	0.9223865186233848	15	82.13333333333334	202	1030	0.16396103896103897	19
chr11	20500000	20750000	P6_INV	0.900514227116711	13	42.23076923076923	100	449	0.18214936247723132	19
chr11	20750000	21000000	P6_DCIS	0.8937199685705408	12	103.33333333333333	202	1038	0.1629032258064516	19
chr11	20750000	21000000	P6_INV	0.8706853638073195	11	50.09090909090909	81	470	0.147005444646098	19
chr11	21250000	21500000	P6_DCIS	1.3345494539469471	2	18	7	29	0.19444444444444445	19
chr11	21250000	21500000	P6_INV	0.8669913046937169	2	10.5	3	18	0.14285714285714285	19
chr11	21500000	21750000	P6_DCIS	0.95929036434559	2	61	22	100	0.18032786885245902	19
chr11	21500000	21750000	P6_INV	0.8473648932312531	2	27.5	12	43	0.21818181818181817	19
chr11	22250000	22500000	P6_DCIS	0.8292060367771192	1	92	17	75	0.18478260869565216	19
chr11	22250000	22500000	P6_INV	0.8331630711802978	1	46	5	41	0.10869565217391304	19
chr11	22750000	23000000	P6_DCIS	0.868072423737803	2	48	20	76	0.20833333333333334	19
chr11	22750000	23000000	P6_INV	0.7419116646301135	2	20	4	36	0.1	19
chr11	23000000	23250000	P6_DCIS	1.8164992467280003	1	19	4	15	0.21052631578947367	19
chr11	23000000	23250000	P6_INV	1.0685043056197028	1	11	0	11	0	19
