#CHR	START	END	SAMPLE	cn_normal	u_normal	cn_clone1	u_clone1	cn_clone2	u_clone2	cn_clone3	u_clone3	cn_clone4	u_clone4
chr2	88500000	88750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|0	0	1|0	0.297002
chr2	89000000	89250000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|0	0.1044	1|1	0.20668	1|1	0.0688117
chr2	89000000	89250000	P6_INV	1|1	0.179193	1|0	0.463232	0|0	0.0605726	1|1	0	1|1	0.297002
chr2	89250000	89750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	89250000	89750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	89750000	90000000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr2	89750000	90000000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr2	90000000	90500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	90000000	90500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	91500000	91750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|0	0.20668	1|0	0.0688117
chr2	91500000	91750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|0	0	1|0	0.297002
chr2	91750000	92250000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr2	91750000	92250000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr2	92250000	92500000	P6_DCIS	1|1	0.231405	1|1	0.388704	5|1	0.1044	5|1	0.20668	1|0	0.0688117
chr2	92250000	92500000	P6_INV	1|1	0.179193	1|1	0.463232	5|1	0.0605726	5|1	0	1|0	0.297002
chr2	95750000	96250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	95750000	96250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	96500000	96750000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr2	96500000	96750000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr2	96750000	97500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	96750000	97500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	97750000	98000000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr2	97750000	98000000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr2	98000000	98250000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|0	0.1044	1|1	0.20668	1|1	0.0688117
chr2	98000000	98250000	P6_INV	1|1	0.179193	1|0	0.463232	0|0	0.0605726	1|1	0	1|1	0.297002
chr2	98250000	98750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	98250000	98750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	99250000	100250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	99250000	100250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	100250000	100500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|0	0.20668	1|0	0.0688117
chr2	100250000	100500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|0	0	1|0	0.297002
chr2	100750000	101250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	100750000	101250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	101500000	102500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	101500000	102500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	102750000	103250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	102750000	103250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	104000000	104250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|0	0.20668	1|0	0.0688117
chr2	104000000	104250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|0	0	1|0	0.297002
chr2	105750000	106000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	105750000	106000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	106250000	106500000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr2	106250000	106500000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr2	106500000	106750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	106500000	106750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	106750000	107250000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|0	0.1044	1|1	0.20668	1|1	0.0688117
chr2	106750000	107250000	P6_INV	1|1	0.179193	1|0	0.463232	0|0	0.0605726	1|1	0	1|1	0.297002
chr2	107250000	107500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	107250000	107500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	108000000	108250000	P6_DCIS	1|1	0.231405	1|0	0.388704	4|1	0.1044	5|1	0.20668	1|0	0.0688117
chr2	108000000	108250000	P6_INV	1|1	0.179193	1|0	0.463232	4|1	0.0605726	5|1	0	1|0	0.297002
chr2	108250000	108500000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr2	108250000	108500000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr2	108500000	109500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	108500000	109500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	109500000	109750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|0	0.20668	1|0	0.0688117
chr2	109500000	109750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|0	0	1|0	0.297002
chr2	110500000	110750000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr2	110500000	110750000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr2	110750000	111000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	110750000	111000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	111250000	112000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	111250000	112000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	112500000	114000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	112500000	114000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	114000000	114250000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr2	114000000	114250000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr2	114250000	114500000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|0	0.1044	1|1	0.20668	1|1	0.0688117
chr2	114250000	114500000	P6_INV	1|1	0.179193	1|0	0.463232	0|0	0.0605726	1|1	0	1|1	0.297002
chr2	114500000	114750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	114500000	114750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	116000000	116500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|0	0.20668	1|0	0.0688117
chr2	116000000	116500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|0	0	1|0	0.297002
chr2	116500000	116750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	116500000	116750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	117750000	118000000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|1	0.1044	3|1	0.20668	1|0	0.0688117
chr2	117750000	118000000	P6_INV	1|1	0.179193	1|0	0.463232	1|1	0.0605726	3|1	0	1|0	0.297002
chr2	118500000	119000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	118500000	119000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	119500000	119750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	119500000	119750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	119750000	120000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|0	0.20668	1|0	0.0688117
chr2	119750000	120000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|0	0	1|0	0.297002
chr2	120000000	120500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	120000000	120500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	120750000	121000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	120750000	121000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	121000000	121250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|0	0.20668	1|0	0.0688117
chr2	121000000	121250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|0	0	1|0	0.297002
chr2	121500000	122250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	121500000	122250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	124250000	124500000	P6_DCIS	1|1	0.231405	1|1	0.388704	5|1	0.1044	5|1	0.20668	1|0	0.0688117
chr2	124250000	124500000	P6_INV	1|1	0.179193	1|1	0.463232	5|1	0.0605726	5|1	0	1|0	0.297002
chr2	124500000	124750000	P6_DCIS	1|1	0.231405	1|1	0.388704	1|1	0.1044	5|1	0.20668	1|0	0.0688117
chr2	124500000	124750000	P6_INV	1|1	0.179193	1|1	0.463232	1|1	0.0605726	5|1	0	1|0	0.297002
chr2	124750000	125000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|1	0.1044	3|0	0.20668	1|1	0.0688117
chr2	124750000	125000000	P6_INV	1|1	0.179193	1|0	0.463232	2|1	0.0605726	3|0	0	1|1	0.297002
chr2	125000000	125250000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr2	125000000	125250000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr2	127250000	127500000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr2	127250000	127500000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr2	127750000	128000000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	127750000	128000000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	128250000	128500000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	128250000	128500000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	128500000	128750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	128500000	128750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	128750000	129000000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	128750000	129000000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	129000000	129250000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr2	129000000	129250000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr2	130500000	130750000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr2	130500000	130750000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr2	130750000	131250000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	130750000	131250000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	131250000	131500000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr2	131250000	131500000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr2	131500000	131750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	131500000	131750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	131750000	132000000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr2	131750000	132000000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr2	132000000	132500000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	132000000	132500000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	132500000	133000000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr2	132500000	133000000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr2	133000000	133250000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|0	0.1044	1|1	0.20668	1|1	0.0688117
chr2	133000000	133250000	P6_INV	1|1	0.179193	1|0	0.463232	0|0	0.0605726	1|1	0	1|1	0.297002
chr2	133250000	133500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	133250000	133500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	133750000	134000000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr2	133750000	134000000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr2	135000000	135250000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr2	135000000	135250000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr2	135500000	136250000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	135500000	136250000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	136500000	137000000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	136500000	137000000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	137750000	138500000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	137750000	138500000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	138500000	139000000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr2	138500000	139000000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr2	139000000	139500000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	139000000	139500000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	139500000	139750000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr2	139500000	139750000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr2	141250000	142000000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	141250000	142000000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	142500000	143000000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|1	0.1044	3|1	0.20668	1|0	0.0688117
chr2	142500000	143000000	P6_INV	1|1	0.179193	1|0	0.463232	1|1	0.0605726	3|1	0	1|0	0.297002
chr2	143500000	144000000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	143500000	144000000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	144000000	144250000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr2	144000000	144250000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr2	144500000	144750000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr2	144500000	144750000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr2	145000000	145250000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	145000000	145250000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	145500000	145750000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|1	0.1044	3|1	0.20668	1|0	0.0688117
chr2	145500000	145750000	P6_INV	1|1	0.179193	1|0	0.463232	1|1	0.0605726	3|1	0	1|0	0.297002
chr2	146500000	146750000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr2	146500000	146750000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr2	148500000	148750000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	148500000	148750000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	149000000	149250000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	149000000	149250000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	149500000	149750000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	149500000	149750000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	150000000	150500000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	150000000	150500000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	152000000	152750000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	152000000	152750000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	153250000	153750000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	153250000	153750000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	154250000	154500000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr2	154250000	154500000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr2	155000000	155250000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	155000000	155250000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	155500000	155750000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr2	155500000	155750000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr2	156000000	156250000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|1	0.1044	3|1	0.20668	1|0	0.0688117
chr2	156000000	156250000	P6_INV	1|1	0.179193	1|0	0.463232	1|1	0.0605726	3|1	0	1|0	0.297002
chr2	157250000	157500000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	157250000	157500000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	158500000	158750000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr2	158500000	158750000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr2	158750000	159000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	158750000	159000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	159000000	159250000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr2	159000000	159250000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr2	159250000	161000000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	159250000	161000000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	162000000	162500000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	162000000	162500000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	162750000	163250000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	162750000	163250000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	163500000	163750000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr2	163500000	163750000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr2	165250000	165500000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	165250000	165500000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	165500000	165750000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr2	165500000	165750000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr2	165750000	166250000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	165750000	166250000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	166500000	167250000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	166500000	167250000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	167250000	167500000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr2	167250000	167500000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr2	167750000	168000000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr2	167750000	168000000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr2	168000000	168250000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	168000000	168250000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	168500000	169000000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	168500000	169000000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	169250000	169500000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr2	169250000	169500000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr2	169500000	169750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	169500000	169750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	169750000	172250000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	169750000	172250000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
